1603874996.3893523,0.3,0.3
1603874996.8916624,0.3,0.3
1603874997.3938236,0.3,0.18
1603874997.8958392,0.3,0.3
1603874998.3982012,0.3,0.3
1603874998.900562,0.3,0.3
1603874999.4024045,0.3,0.3
1603874999.9045923,0.3,0.3
1603875000.406233,0.3,0.3
1603875000.9086893,0.3,0.3
1603875001.4104345,0.3,0.3
1603875001.9127903,0.3,0.18
1603875002.4143243,0.3,0.18
1603875002.916625,0.3,0.18
1603875003.418136,0.3,0.18
1603875003.9220822,0.3,0.18
1603875004.4236443,0.3,0.0375
1603875004.9252505,0.3,0.18
1603875005.4276187,0.3,0.0375
1603875005.930147,0.3,0.144
1603875006.4323692,0.3,0.144
1603875006.9349494,0.3,0.0375
1603875007.4372475,0.3,0.144
1603875007.9395933,0.3,0.0375
1603875008.441746,0.3,0.18
1603875008.9434025,0.3,0.0375
1603875009.4450798,0.3,0.144
1603875009.9467304,0.3,0.18
1603875010.4483168,0.3,0.144
1603875010.9498968,0.3,0.18
1603875011.4514697,0.3,0.18
1603875011.9530475,0.3,0.18
1603875012.4546578,0.3,0.3
1603875012.9562273,0.3,0.18
1603875013.458079,0.3,0.18
1603875013.9602432,0.3,0.3
1603875014.46201,0.3,0.3
1603875014.963885,0.3,0.3
1603875015.4661713,0.3,0.18
1603875015.9686341,0.3,0.3
1603875016.4708197,0.3,0.3
1603875016.9730437,0.3,0.3
1603875017.474525,0.3,0.3
1603875017.976022,0.3,0.3
1603875018.4775505,0.3,0.18
1603875018.9791164,0.18,0.3
1603875019.4806716,0.3,0.18
1603875019.9821875,0.3,0.18
1603875020.4836946,0.3,0.18
1603875020.985309,0.3,0.18
1603875021.4868953,0.3,0.0375
1603875021.9885232,0.3,0.18
1603875022.4900162,0.3,0.0375
1603875022.9917088,0.3,0.144
1603875023.4938335,0.3,0.0375
1603875023.995473,0.3,0.18
1603875024.4973378,0.3,0.18
1603875024.999468,0.3,0.0375
1603875025.5011477,0.3,0.11249999999999999
1603875026.002818,0.3,0.144
1603875026.5044196,0.3,0.0375
1603875027.0060217,0.3,0.18
1603875027.5076654,0.3,0.18
1603875028.0092435,0.3,0.18
1603875028.5108209,0.3,0.18
1603875029.0123968,0.3,0.18
1603875029.5139542,0.3,0.3
1603875030.0155575,0.3,0.18
1603875030.5171647,0.3,0.18
1603875031.0187662,0.3,0.3
1603875031.5205522,0.3,0.3
1603875032.023114,0.3,0.3
1603875032.525336,0.3,0.18
1603875033.0276058,0.3,0.3
1603875033.5296116,0.3,0.18
1603875034.0319428,0.18,0.3
1603875034.533939,0.3,0.18
1603875035.0355124,0.3,0.3
1603875035.5369828,0.3,0.3
1603875036.0385199,0.3,0.18
1603875036.539981,0.3,0.0375
1603875037.0414708,0.3,0.18
1603875037.543008,0.3,0.18
1603875038.0454605,0.3,0.144
1603875038.5469394,0.3,0.18
1603875039.048905,0.3,0.18
1603875039.5504615,0.3,0.0375
1603875040.0520704,0.3,0.0375
1603875040.554174,0.3,0.18
1603875041.0558097,0.3,0.0375
1603875041.5573392,0.3,0.0375
1603875042.0589712,0.3,0.0375
1603875042.5607467,0.3,0.18
1603875043.062453,0.3,0.11249999999999999
1603875043.563818,0.3,0.144
1603875044.0653849,0.3,0.18
1603875044.566924,0.3,0.18
1603875045.0686874,0.3,0.3
1603875045.57027,0.3,0.18
1603875046.071857,0.3,0.18
1603875046.5734437,0.3,0.3
1603875047.0750372,0.3,0.18
1603875047.576619,0.3,0.3
1603875048.07828,0.3,0.3
1603875048.5800817,0.3,0.3
1603875049.0818331,0.3,0.3
1603875049.5838091,0.3,0.18
1603875050.085173,0.3,0.3
1603875050.5874906,0.3,0.3
1603875051.0895753,0.3,0.3
1603875051.5918007,0.3,0.3
1603875052.0939133,0.3,0.18
1603875052.596154,0.3,0.18
1603875053.0982285,0.3,0.144
1603875053.5997381,0.3,0.144
1603875054.1012442,0.3,0.144
1603875054.6027355,0.3,0.144
1603875055.103866,0.3,0.144
1603875055.6053793,0.3,0.18
1603875056.1068435,0.3,0.18
1603875056.6083395,0.3,0.0375
1603875057.109834,0.3,0.0375
1603875057.6116674,0.3,0.18
1603875058.1132257,0.3,0.144
1603875058.6149883,0.3,0.0375
1603875059.1167128,0.3,0.18
1603875059.61842,0.3,0.0375
1603875060.120112,0.3,0.18
1603875060.6217582,0.3,0.144
1603875061.1232963,0.3,0.144
1603875061.6249175,0.3,0.18
1603875062.1265535,0.3,0.3
1603875062.628195,0.3,0.18
1603875063.129792,0.3,0.18
1603875063.6313796,0.3,0.18
1603875064.1329803,0.3,0.3
1603875064.6345923,0.3,0.3
1603875065.1361918,0.3,0.3
1603875065.6378133,0.3,0.3
1603875066.1394644,0.3,0.18
1603875066.6411338,0.3,0.3
1603875067.143095,0.3,0.3
1603875067.645376,0.3,0.3
1603875068.1474714,0.3,0.18
1603875068.6500988,0.3,0.3
1603875069.1522343,0.3,0.18
1603875069.6545885,0.3,0.0375
1603875070.156719,0.3,0.18
1603875070.6588023,0.3,0.144
1603875071.1608381,0.3,0.0375
1603875071.662373,0.3,0.18
1603875072.1639144,0.3,0.144
1603875072.6658401,0.3,0.0375
1603875073.1674063,0.3,0.144
1603875073.6689658,0.3,0.0375
1603875074.1705692,0.3,0.18
1603875074.672247,0.3,0.0375
1603875075.1744807,0.3,0.0375
1603875075.6764247,0.3,0.18
1603875076.1781552,0.3,0.18
1603875076.6803975,0.3,0.144
1603875077.1826453,0.3,0.144
1603875077.6844177,0.3,0.18
1603875078.1861238,0.3,0.3
1603875078.6876948,0.3,0.18
1603875079.1892748,0.3,0.18
1603875079.6908703,0.3,0.3
1603875080.1924603,0.3,0.18
1603875080.6937897,0.3,0.3
1603875081.1954055,0.3,0.18
1603875081.6970134,0.3,0.3
1603875082.1986418,0.3,0.3
1603875082.7002878,0.3,0.3
1603875083.201981,0.3,0.3
1603875083.7036831,0.3,0.3
1603875084.205934,0.3,0.3
1603875084.7078097,0.3,0.18
1603875085.2101676,0.3,0.3
1603875085.712479,0.3,0.3
1603875086.2145786,0.3,0.11249999999999999
1603875086.716595,0.3,0.0375
1603875087.2182171,0.3,0.18
1603875087.7197661,0.3,0.18
1603875088.221276,0.3,0.0375
1603875088.7227547,0.3,0.0375
1603875089.2248359,0.3,0.18
1603875089.7269285,0.3,0.18
1603875090.2284527,0.3,0.144
1603875090.7300365,0.3,0.0375
1603875091.2316506,0.3,0.18
1603875091.7338176,0.3,0.0375
1603875092.235901,0.3,0.0375
1603875092.7379587,0.3,0.18
1603875093.2395487,0.3,0.144
1603875093.741229,0.3,0.18
1603875094.2432432,0.3,0.18
1603875094.7450967,0.3,0.18
1603875095.2466953,0.3,0.18
1603875095.7483096,0.3,0.3
1603875096.2498934,0.3,0.18
1603875096.7515,0.3,0.18
1603875097.2531133,0.18,0.3
1603875097.7547312,0.3,0.3
1603875098.2563236,0.3,0.18
1603875098.7579556,0.3,0.3
1603875099.2595649,0.3,0.18
1603875099.7614343,0.3,0.3
1603875100.2630873,0.18,0.3
1603875100.7649825,0.3,0.18
1603875101.2666423,0.3,0.3
1603875101.7682788,0.3,0.3
1603875102.2699294,0.3,0.144
1603875102.7716117,0.3,0.0375
1603875103.2738643,0.3,0.18
1603875103.7761822,0.3,0.18
1603875104.278288,0.3,0.144
1603875104.77995,0.3,0.18
1603875105.282446,0.3,0.18
1603875105.7845824,0.3,0.0375
1603875106.2860937,0.3,0.0375
1603875106.7875957,0.3,0.18
1603875107.2890487,0.3,0.0375
1603875107.7905927,0.3,0.0375
1603875108.2921102,0.3,0.18
1603875108.7938087,0.3,0.0375
1603875109.2958677,0.3,0.0375
1603875109.7976286,0.3,0.3
1603875110.299343,0.3,0.144
1603875110.8009853,0.3,0.18
1603875111.3027897,0.3,0.18
1603875111.8047688,0.3,0.18
1603875112.3064609,0.3,0.3
1603875112.8080611,0.3,0.3
1603875113.309645,0.3,0.18
1603875113.8112342,0.3,0.3
1603875114.3128564,0.3,0.3
1603875114.8149142,0.3,0.3
1603875115.3166015,0.3,0.3
1603875115.8181937,0.3,0.3
1603875116.3197386,0.3,0.3
1603875116.8213367,0.3,0.18
1603875117.3229706,0.3,0.3
1603875117.8246477,0.3,0.3
1603875118.3263857,0.3,0.18
1603875118.8285298,0.3,0.0375
1603875119.3313022,0.3,0.18
1603875119.833016,0.3,0.18
1603875120.336077,0.3,0.0375
1603875120.838257,0.3,0.18
1603875121.3403,0.3,0.18
1603875121.841939,0.3,0.18
1603875122.3435075,0.3,0.0375
1603875122.8453686,0.3,0.144
1603875123.3469353,0.3,0.0375
1603875123.8484793,0.3,0.18
1603875124.3499994,0.3,0.0375
1603875124.8516006,0.3,0.18
1603875125.353134,0.3,0.144
1603875125.8547885,0.3,0.0375
1603875126.3566914,0.3,0.18
1603875126.8582723,0.3,0.18
1603875127.3602862,0.3,0.144
1603875127.8622131,0.3,0.18
1603875128.364027,0.3,0.3
1603875128.865933,0.3,0.18
1603875129.3677125,0.3,0.18
1603875129.8696408,0.3,0.18
1603875130.371231,0.3,0.3
1603875130.8728461,0.3,0.3
