1605276112.64031196,0.00805200,0.00768600,1.02614200,0.27689081,-0.08175422,0.03108000,0.10169250,0.04947250,-0.57453961,0.60494008,0.61736334
1605276112.70417023,0.00719800,0.00719800,1.02516600,0.11992683,-0.11071404,-0.00392000,-0.10830750,0.25947250,-0.57453961,0.60494008,0.61736334
1605276112.76606965,0.00573400,0.00707600,1.02577600,-0.00770694,0.05114912,0.06608000,-0.00330750,0.04947250,-0.57234727,0.59719380,0.62262496
1605276112.82745481,0.00524600,0.00902800,1.02650800,0.13071814,0.07746906,-0.00392000,-0.14330750,-0.09052750,-0.57263958,0.60040924,0.61590178
1605276112.88887000,0.00732000,0.00854000,1.02406800,0.10105304,-0.05084287,0.41608000,-0.56330750,-0.26552750,-0.57263958,0.60040924,0.61590178
1605276112.95028305,0.00658800,0.00610000,1.02138400,-0.11667110,0.12596389,-0.10892000,-0.17830750,0.22447250,-0.57322420,0.59807074,0.61224788
1605276113.01173639,0.00658800,0.00610000,1.02687400,-0.00163580,0.00406122,0.17108000,-0.10830750,-0.12552750,-0.57322420,0.59807074,0.61224788
1605276113.07314110,0.00610000,0.00744200,1.02406800,0.04042531,0.03040568,-0.21392000,0.69669250,0.25947250,-0.56957030,0.59558609,0.62189418
1605276113.13455939,0.00646600,0.00475800,1.02833800,-0.11163392,0.05965778,0.10108000,0.03169250,-0.09052750,-0.57410114,0.59909383,0.61020170
1605276113.19597411,0.00719800,0.00658800,1.02504400,0.03924116,0.38597267,0.06608000,-0.21330750,-0.02052750,-0.57410114,0.59909383,0.61020170
1605276113.25748348,0.00646600,0.00622200,1.02455600,-0.15710523,0.00858105,-0.03892000,0.10169250,0.01447250,-0.57585501,0.59690149,0.61414791
1605276113.31890392,0.00890600,0.00512400,1.02309200,-0.08820257,-0.12915623,0.34608000,-0.49330750,-0.30052750,-0.57585501,0.59690149,0.61414791
1605276113.38147140,0.00634400,0.00793000,1.02565400,0.06820280,0.01639030,-0.00392000,-0.03830750,0.04947250,-0.57453961,0.59587840,0.61838644
1605276113.44408131,0.00585600,0.00536800,1.02467800,-0.07732869,0.04571565,-0.31892000,0.59169250,-0.05552750,-0.57366267,0.59982461,0.61736334
1605276113.50662327,0.00695400,0.00829600,1.02602000,0.08624653,-0.01574672,-0.35392000,0.55669250,0.08447250,-0.57366267,0.59982461,0.61736334
1605276113.56918263,0.00524600,0.00695400,1.02321400,0.01517850,0.07668592,-0.03892000,0.06669250,0.01447250,-0.57541654,0.59558609,0.61809412
1605276113.63184690,0.00634400,0.00768600,1.02565400,0.05410136,0.01672950,-0.21392000,0.55669250,0.22447250,-0.57556270,0.59529377,0.61283251
1605276113.69450474,0.00671000,0.00658800,1.02687400,-0.01111036,-0.00005500,0.06608000,-0.38830750,0.18947250,-0.57556270,0.59529377,0.61283251
1605276113.75707436,0.00683200,0.00475800,1.02541000,-0.11018127,-0.01040221,-0.42392000,0.62669250,-0.02052750,-0.57307805,0.59675533,0.62072493
1605276113.81963468,0.00658800,0.00719800,1.02455600,0.02526006,0.00441275,-0.07392000,0.38169250,-0.05552750,-0.57307805,0.59675533,0.62072493
1605276113.88244915,0.00805200,0.00683200,1.02528800,0.00256162,-0.07468790,-0.21392000,0.38169250,0.08447250,-0.57541654,0.59777843,0.61707103
1605276113.94498825,0.00683200,0.00646600,1.02663000,-0.01557665,-0.00926078,-0.63392000,1.01169250,0.04947250,-0.57293189,0.59617071,0.61546331
1605276114.00754166,0.00512400,0.00744200,1.02772800,0.03342716,0.08993311,-0.17892000,0.24169250,-0.05552750,-0.57293189,0.59617071,0.61546331
1605276114.07010341,0.00695400,0.00597800,1.02565400,-0.04123710,-0.01793242,0.03108000,-0.17830750,-0.33552750,-0.57570886,0.60099386,0.61093248
1605276114.13283753,0.00622200,0.00610000,1.02443400,-0.03319845,0.02193320,0.59108000,-0.77330750,-0.23052750,-0.57570886,0.60099386,0.61093248
1605276114.19538188,0.00744200,0.00744200,1.02504400,0.04272451,-0.04711906,0.13608000,-0.24830750,0.04947250,-0.57073955,0.59850921,0.61122479
1605276114.25791454,0.00622200,0.00683200,1.02699600,0.00468535,0.02497539,0.34608000,-0.52830750,-0.12552750,-0.56883952,0.59602455,0.61400175
1605276114.32064581,0.00671000,0.00646600,1.02577600,-0.01210732,-0.00604673,0.55608000,-0.80830750,-0.23052750,-0.56883952,0.59602455,0.61400175
1605276114.38339686,0.00646600,0.00610000,1.02516600,-0.03549038,0.01062125,0.20608000,-0.24830750,0.08447250,-0.57585501,0.59923999,0.61721719
1605276114.44600368,0.00597800,0.00805200,1.02589800,0.07252609,0.03879811,0.06608000,0.03169250,0.18947250,-0.57892429,0.59982461,0.62247881
1605276114.50861430,0.00622200,0.00695400,1.02504400,0.00802025,0.02808564,0.17108000,-0.24830750,-0.19552750,-0.57892429,0.59982461,0.62247881
1605276114.57126737,0.00744200,0.00695400,1.02528800,0.00874382,-0.04018954,-0.56392000,0.73169250,0.32947250,-0.57380883,0.60318620,0.61634025
1605276114.63384914,0.00768600,0.00817400,1.02516600,0.07921932,-0.05639255,0.10108000,-0.10830750,-0.09052750,-0.57380883,0.60318620,0.61634025
1605276114.69645834,0.00658800,0.00707600,1.02541000,0.01699554,0.00576371,0.20608000,-0.28330750,0.04947250,-0.57658579,0.60187080,0.61575563
1605276114.75907731,0.00732000,0.00683200,1.02394600,0.00792903,-0.03979961,-0.38892000,0.55669250,0.04947250,-0.57541654,0.59821690,0.61853259
1605276114.82182550,0.00793000,0.00597800,1.02370200,-0.04183969,-0.07190838,-0.21392000,0.24169250,-0.09052750,-0.57541654,0.59821690,0.61853259
1605276114.88440704,0.00683200,0.00500200,1.02382400,-0.09757789,-0.00894641,-0.03892000,0.03169250,0.22447250,-0.57337036,0.59953230,0.61546331
1605276114.94698715,0.00573400,0.00610000,1.02516600,-0.03762964,0.05358127,-0.17892000,0.24169250,0.15447250,-0.57337036,0.59953230,0.61546331
1605276115.00953579,0.00744200,0.00671000,1.02541000,-0.00042864,-0.04501754,-0.21392000,0.31169250,0.39947250,-0.57541654,0.59967846,0.61940953
1605276115.07220292,0.00634400,0.00744200,1.02480000,0.03967922,0.01736437,0.06608000,-0.03830750,0.15447250,-0.57907045,0.59339374,0.62262496
1605276115.13492703,0.00768600,0.00707600,1.02431200,0.01559822,-0.05381468,0.20608000,-0.28330750,-0.16052750,-0.57907045,0.59339374,0.62262496
1605276115.19750810,0.00658800,0.00683200,1.02382400,0.00269999,0.00645668,0.03108000,0.03169250,-0.09052750,-0.57629348,0.59850921,0.62335574
1605276115.26019812,0.00658800,0.00683200,1.02541000,0.00627797,0.00300649,-0.28392000,0.48669250,0.18947250,-0.57629348,0.59850921,0.62335574
1605276115.32292175,0.00719800,0.00719800,1.02492200,0.02482871,-0.02922326,-0.07392000,0.20669250,0.29447250,-0.57541654,0.60040924,0.61867875
1605276115.38547230,0.00634400,0.00646600,1.02504400,-0.01638977,0.01879416,-0.17892000,0.41669250,-0.12552750,-0.57600117,0.59500146,0.61458638
1605276115.44804478,0.00671000,0.00597800,1.02443400,-0.04358530,-0.00160290,-0.31892000,0.34669250,0.11947250,-0.57600117,0.59500146,0.61458638
1605276115.51071835,0.00536800,0.00719800,1.02333600,0.02655766,0.07157939,0.10108000,0.03169250,-0.30052750,-0.57585501,0.59953230,0.61020170
1605276115.57348609,0.00695400,0.00634400,1.02577600,-0.02577172,-0.01236920,0.24108000,-0.14330750,0.11947250,-0.57556270,0.59807074,0.60786320
1605276115.63603449,0.00646600,0.00646600,1.02541000,-0.01931633,0.01492178,0.06608000,-0.07330750,0.11947250,-0.57556270,0.59807074,0.60786320
1605276115.69869566,0.00732000,0.00646600,1.02516600,-0.01716002,-0.03472552,-0.17892000,0.17169250,0.22447250,-0.57293189,0.59850921,0.61385560
1605276115.76132345,0.00829600,0.00756400,1.02394600,0.04680231,-0.09218461,0.34608000,-0.38830750,-0.19552750,-0.57293189,0.59850921,0.61385560
1605276115.82403421,0.00817400,0.00756400,1.02419000,0.04334709,-0.08161942,0.38108000,-0.45830750,0.22447250,-0.57760889,0.59660918,0.61341713
1605276115.88655734,0.00597800,0.00707600,1.02443400,0.01755752,0.03923107,0.38108000,-0.66830750,-0.26552750,-0.57614733,0.59602455,0.61151710
1605276115.94915938,0.00707600,0.00707600,1.02589800,0.01872780,-0.02312235,-0.17892000,0.34669250,0.32947250,-0.57614733,0.59602455,0.61151710
1605276116.01191735,0.00732000,0.00866200,1.02455600,0.10886236,-0.03802304,0.38108000,-0.52830750,-0.12552750,-0.58097048,0.59470915,0.61531716
1605276116.07454395,0.00646600,0.00719800,1.02443400,0.02844020,0.00836948,0.41608000,-0.94830750,0.04947250,-0.58097048,0.59470915,0.61531716
1605276116.13705134,0.00549000,0.00683200,1.02419000,0.00600629,0.06478012,0.03108000,-0.03830750,-0.02052750,-0.57643964,0.59763227,0.61356329
